ksirk 22.08.0-1
ksmtp 22.08.0-1
ksnakeduel 22.08.0-1
kspaceduel 22.08.0-1
ksquares 22.08.0-1
ksshaskpass 5.25.4-1
ksudoku 22.08.0-1
ksysguard 5.22.0-1
ksystemlog 22.08.0-1
ksystemstats 5.25.4-1
kteatime 22.08.0-1
ktexteditor 5.97.0-1
ktextwidgets 5.97.0-1
ktimer 22.08.0-1
ktnef 22.08.0-1
ktorrent 22.08.0-1
ktouch 22.08.0-1
ktuberling 22.08.0-1
kturtle 22.08.0-1
kubectl 1.24.4-1
kubrick 22.08.0-1
kunitconversion 5.97.0-1
kuserfeedback 1.2.0-1
kvantum 1.0.4-1
kwallet 5.97.0-4
kwallet-pam 5.25.4-1
kwalletmanager 22.08.0-1
kwave 22.08.0-1
kwayland 5.97.0-1
kwayland-integration 5.25.4-1
kwidgetsaddons 5.97.0-1
kwin 5.25.4-1
kwindowsystem 5.97.0-1
kwordquiz 22.08.0-1
kwrited 5.25.4-1
kxmlgui 5.97.0-1
kxmlrpcclient 5.97.0-1
kyotocabinet 1.2.79-1
l-smash 2.14.5-2
ladspa 1.17-1
lame 3.100-4
lapack 3.10.1-1
laptop-mode-tools-git 1.73.1.1.g33efbf4-1
latte-dock 0.10.8-1
layer-shell-qt 5.25.4-1
lazygit 0.35-1
lcms2 2.13.1-1
ldb 2:2.5.2-2
ldns 1.8.3-1
leptonica 1.82.0-2
lerna 4.0.0-2
less 1:590-1
lib32-glibc 2.36-3
libaccounts-glib 1.25-7
libaccounts-qt 1.16-3
libadwaita 1:1.1.4-1
libaec 1.0.6-1
libaio 0.3.113-1
libakonadi 22.08.0-1
libao 1.2.2-5
libappindicator-gtk3 12.10.0.r296-2
libarchive 3.6.1-2
libart-lgpl 2.3.21-5
libass 0.16.0-1
libassuan 2.5.5-1
libasyncns 1:0.8+r3+g68cd5af-1
libatasmart 0.19-5
libatomic_ops 7.6.14-1
libavc1394 0.5.4-4
libavif 0.10.1-2
libavtp 0.2.0-1
libb2 0.98.1-2
libblockdev 2.27-1
libbluray 1.3.2-1
libbpf 0.8.1-1
libbs2b 3.1.0-8
libbsd 0.11.6-2
libburn 1.5.4-1
libbytesize 2.7-1
libc++ 14.0.6-1
libc++abi 14.0.6-1
libcaca 0.99.beta20-1
libcacard 2.7.0-2
libcanberra 1:0.30+r2+gc0620e4-1
libcap 2.65-1
libcap-ng 0.8.3-1
libcbor 0.9.0-1
libcddb 1.3.2-6
libcdio 2.1.0-2
libcdio-paranoia 10.2+2.0.1-2
libclc 14.0.6-1
libcloudproviders 0.3.1-2
libcolord 1.4.6-1
libcroco 0.6.13-2
libcups 1:2.4.2-3
libcurl-compat 7.85.0-1
libcurl-gnutls 7.85.0-1
libcurl-openssl-1.0 7.79.1-1
libdaemon 0.14-5
libdatrie 0.2.13-1
libdbusmenu-glib 16.04.0-5
libdbusmenu-gtk3 16.04.0-5
libdbusmenu-qt4 0.9.3+16.04.20160218-2
libdbusmenu-qt5 0.9.3+16.04.20160218-6
libdc1394 2.2.6-2
libdca 0.0.7-1
libde265 1.0.8-2
libdmtx 0.7.7-1
libdrm 2.4.112-1
libdv 1.0.0-9
libdvbpsi 1:1.3.3-2
libdvdnav 6.1.1-1
libdvdread 6.1.3-1
libebml 1.4.2-2
libebur128 1.2.6-1
libedit 20210910_3.1-1
libelf 0.187-2
libepoxy 1.5.10-1
libev 4.33-1
libevdev 1.13.0-1
libevent 2.1.12-2
libexif 0.6.24-1
libfakekey 0.3-2
libfbclient 4.0.0.2496-1
libfdk-aac 2.0.2-1
libffi 3.4.2-5
libfm 1.3.2-1
libfm-extra 1.3.2-1
libfm-gtk2 1.3.2-1
libfontenc 1.1.6-1
libfreeaptx 0.1.1-1
libftdi 1.5-4
libgadu 1.12.2-13
libgcrypt 1.10.1-1
libgdata 0.18.1-2
libgdiplus 5.6.1-3
libgdm 42.0+r11+g4a52f026-1
libgit2 1:1.5.0-1
libglade 2.6.4-8
libglvnd 1.4.0-3
libgme 0.6.3-1
libgnome-keyring 3.12.0+13+g4f8ab73-3
libgnomecanvas 2.30.3-4
libgpg-error 1.45-2
libgphoto2 2.5.30-1
libgravatar 22.08.0-1
libgssglue 0.5-1
libgtop 2.40.0+2+g31db82ef-2
libgudev 237-2
libgusb 0.3.10-2
libgweather 40.0+r87+g80e5a652-2
libgweather-4 4.0.0-1
libhandy 1.6.3-1
libheif 1.12.0-3
libibus 1.5.27-1
libical 3.0.14-3
libice 1.0.10-4
libicns 0.8.1-9
libid3tag 0.15.1b-11
libidl2 0.8.14-6
libidn 1.41-1
libidn2 2.3.3-1
libiec61883 1.2.0-6
libieee1284 0.2.11-13
libimagequant 4.0.1-1
libimobiledevice 1.3.0-5
libindicator-gtk3 12.10.1-10
libinih 56-1
libinput 1.21.0-1
libinstpatch 1.1.6-1
libisl 0.25-1
libjcat 0.1.11-1
libjpeg-turbo 2.1.4-2
libjxl 0.6.1-3
libkate 0.4.1-8
libkcddb 22.08.0-1
libkcompactdisc 22.08.0-1
libkdcraw 22.08.0-1
libkdegames 22.08.0-1
libkdepim 22.08.0-1
libkeduvocdocument 22.08.0-1
libkexiv2 22.08.0-1
libkeybinder3 0.3.2-3
libkgapi 22.08.0-1
libkipi 22.04.0-1
libkipi-debug 22.04.0-1
libkleo 22.08.0-1
libkmahjongg 22.08.0-1
libkolabxml 1.1.6-18
libkomparediff2 22.08.0-1
libksane 22.08.0-1
libksba 1.6.0-1
libkscreen 5.25.4-1
libksieve 22.08.0-1
libksysguard 5.25.4-1
libktorrent 22.08.0-1
libldac 2.0.2.3-1
libldap 2.6.3-1
libldap24 2.4.59-1
liblouis 3.22.0-1
liblqr 0.4.2-3
liblrdf 0.6.1-4
libltc 1.3.1-3
libluv 1.44.2_0-1
libmad 0.15.1b-9
libmalcontent 0.10.5-1
libmanette 0.2.6-3
libmatroska 1.6.3-2
libmaxminddb 1.6.0-3
libmbim 1.26.4-1
libmd 1.0.4-1
libmediawiki 5.37.0-5
libmfx 22.4.4-1
libmicrodns 0.2.0-1
libmicrohttpd 0.9.75-1
libmm-glib 1.18.10-2
libmms 0.6.4-3
libmng 2.0.3-3
libmnl 1.0.5-1
libmodplug 0.8.9.0-3
libmp4v2 1:2.1.1-1
libmpack 1.0.5-3
libmpc 1.2.1-2
libmpcdec 1:0.1+r475-3
libmpdclient 2.20-2
libmpeg2 0.5.1-7
libmspack 1:0.10.1alpha-3
libmsym 0.2.3-7
libmtp 1.1.20-1
libmusicbrainz5 5.1.0-5
libndp 1.8-1
libnet 1:1.1.6-1
libnetfilter_conntrack 1.0.9-1
libnewt 0.52.21-8
libnfnetlink 1.0.2-1
libnfs 5.0.2-1
libnftnl 1.2.3-1
libnghttp2 1.49.0-1
libnice 0.1.19-1
libnids 1.24-6
libnl 3.7.0-1
libnm 1.40.0-1
libnm-glib 1.18.5dev+12+ga8746f48ca-1
libnm-gtk 1.8.19dev+21+geebf7f95-1
libnma 1.8.40-1
libnma-common 1.8.40-1
libnotify 0.8.1-1
libnsl 2.0.0-2
libnss_nis 3.1-3
liboauth 1:1.0.3+r15+gac4cf3a-1
libofa 0.9.3-9
libogg 1.3.5-1
libomxil-bellagio 0.9.3-3
libopenaptx 0.2.0-1
libopenmpt 0.6.5-1
libotf 0.9.16-3
libotr 4.1.1-3
libp11-kit 0.24.1-1
libpackagekit-glib 1.2.5-1
libpaper 1.1.28-2
libpcap 1.10.1-2
libpciaccess 0.16-4
libpgm 5.3.128-2
libphobos 1:2.100.1-1
libphonenumber 1:8.12.52-3
libpipeline 1.5.6-1
libplacebo 4.208.0-1
libplist 2.2.0-5
libpng 1.6.37-3
libpng12 1.2.59-2
libproxy 0.4.18-1
libpsl 0.21.1-1
libptytty 2.0-4
libpulse 16.1-1
libpurple 2.14.10-1
libpwquality 1.4.4-5
libqaccessibilityclient 0.4.1-2
libqalculate 4.3.0-1
libqmi 1.30.8-1
libqrtr-glib 1.2.2-2
libqtxdg 3.9.1-3
libraqm 0.9.0-1
libraw 0.20.2-2
libraw1394 2.1.2-3
librsvg 2:2.54.5-1
librsync 1:2.3.2-1
libsamplerate 0.2.2-1
libsasl 2.1.28-1
libseccomp 2.5.4-1
libsecret 0.20.5-2
libshout 1:2.4.6-1
libsigc++ 2.10.8-1
libsignon-glib 2.1-5
libslirp 4.7.0-1
libsm 1.2.3-3
libsmbios 2.4.3-5
libsndfile 1.1.0-2
libsodium 1.0.18-2
libsoup 2.74.2-2
libsoup3 3.0.7-1
libsoxr 0.1.3-2
libspectre 0.2.10-1
libspeechd 0.11.2-1
libsrtp 1:2.4.2-1
libssh 0.10.1-1
libssh2 1.10.0-1
libstemmer 2.2.0-2
libsysprof-capture 3.44.0-2
libtar 1.2.20-6
libtasn1 4.19.0-1
libteam 1.31-5
libtermkey 0.22-2
libtgvoip 2.4.4-6
libthai 0.1.29-1
libtheora 1.1.1-5
libtiff 4.4.0-4
libtiger 0.3.4-6
libtirpc 1.3.3-1
libtommath 1.2.0-3
libtool 2.4.7-5
libtorrent-rasterbar 1:2.0.7-1
libunique 1.1.6-8
libunistring 1.0-1
libunrar 1:6.1.7-1
libunwind 1.6.2-1
libupnp 1.14.13-1
liburcu 0.13.2-1
liburing 2.2-1
libusb 1.0.26-1
libusbmuxd 2.0.2-1
libutempter 1.2.1-3
libutf8proc 2.7.0-2
libuv 1.44.2-1
libva 2.15.0-2
libvdpau 1.5-1
libverto 0.3.2-4
libvisual 0.4.0-8
libvncserver 0.9.13-1
libvoikko 4.3.1-2
libvorbis 1.3.7-3
libvpx 1.12.0-1
libvterm-0.1 0.1.4-1
libwacom 2.4.0-1
libwebp 1.2.4-1
libwmf 0.2.12-2
libwnck 2.31.0-3
libwnck3 40.1-1
libwpe 1.12.3-1
libx11 1.8.1-3
libxau 1.0.10-1
libxaw 1.0.14-1
libxcb 1.15-1
libxcomposite 0.4.5-4
libxcrypt 4.4.28-2
libxcursor 1.2.1-1
libxcvt 0.1.2-1
libxdamage 1.1.5-4
libxdg-basedir 1.2.3-1
libxdmcp 1.1.3-4
libxext 1.3.4-4
libxfce4ui 4.16.1-1
libxfce4util 4.16.0-1
libxfixes 6.0.0-1
libxfont2 2.0.6-1
libxft-bgra 2.3.4-1
libxi 1.8-1
libxinerama 1.1.4-4
libxkbcommon 1.4.1-1
libxkbcommon-x11 1.4.1-1
libxkbfile 1.1.0-3
libxklavier 5.4-3
libxml2 2.10.2-2
libxmlb 0.3.9-1
libxmu 1.1.3-3
libxnvctrl 515.65.01-1
libxpm 3.5.13-3
libxpresent 1.0.0-2
libxrandr 1.5.2-4
libxrender 0.9.10-5
libxres 1.2.1-1
libxshmfence 1.3-3
libxslt 1.1.37-2
libxss 1.2.3-4
libxt 1.2.1-1
libxtst 1.2.3-5
libxv 1.0.11-5
libxvmc 1.0.13-1
libxxf86vm 1.1.4-5
libyaml 0.2.5-1
libyuv r2322+3aebf69d-1
libzip 1.9.2-1
licenses 20220125-1
lightscreen 2.5-6
lilv 0.24.18-1
links 2.27-1
linux 5.19.12.arch1-1
linux-api-headers 5.18.15-1
linux-firmware 20220913.f09bebf-1
linux-firmware-whence 20220815.8413c63-1
linux-headers 5.19.12.arch1-1
litehtml 0.6-2
lld 14.0.6-1
lldb 14.0.6-1
llvm 14.0.6-3
llvm-libs 14.0.6-3
lm_sensors 1:3.6.0.r41.g31d1f125-1
lmdb 0.9.29-1
logrotate 3.20.1-1
lokalize 22.08.0-1
losslesscut 3.22.3-1
lsb-release 2.0.r48.3cf5103-1
lsd 0.22.0-1
lshw B.02.19.2-5
lskat 22.08.0-1
lsof 4.95.0-1
ltrace 0.7.3-4
lttng-ust 2.13.3-1
lua 5.4.4-2
lua-lpeg 1.0.2-4
lua51 5.1.5-9
lua51-lpeg 1.0.2-4
lua51-mpack 1.0.8-3
lua52 5.2.4-5
lua53 5.3.6-1
lua53-lpeg 1.0.2-4
luajit 2.1.0.beta3.r439.g633f265f-1
luit 20220111-1
lv2 1.18.8-1
lvm2 2.03.16-2
lxappearance 0.6.3-4
lxmenu-data 0.1.5-3
lynx 2.8.9-5
lz4 1:1.9.3-2
lzo 2.10-3
m17n-db 1.8.0-3
m17n-lib 1.8.0-12
m4 1.4.19-1
maeparser 1.2.4-6
mailcap 2.1.53-1
mailcommon 22.08.0-1
mailhog-bin v1.0.1-1
mailimporter 22.08.0-1
make 4.3-3
mallard-ducktype 1.0.2-8
man-db 2.10.2-1
man-pages 5.13-1
marble 22.08.0-1
marble-common 22.08.0-1
mariadb 10.9.2-1
mariadb-clients 10.9.2-1
mariadb-libs 10.9.2-1
markdownpart 22.08.0-1
mathjax 3.2.2-1
mathjax2 2.7.9-1
maven 3.8.6-1
mbedtls 2.28.0-1
mbox-importer 22.08.0-1
mc 4.8.28-1
md4c 0.4.8-1
mdadm 4.2-2
media-player-info 24-2
meld 3.21.3-2
menu-cache 1.1.0-3
mercurial 6.2.1-1
mesa 22.1.7-1
mesa-utils 8.5.0-2
meson 0.63.1-2
messagelib 22.08.0-1
milou 5.25.4-1
minizip 1:1.2.12-2
minuet 22.08.0-1
mitmproxy 8.1.1-1
mjpegtools 2.2.1-1
mkinitcpio 31-3
mkinitcpio-busybox 1.35.0-1
mlt 7.8.0-2
mlt6 6.26.1-10
mobile-broadband-provider-info 20220725-1
modemmanager 1.18.10-2
modemmanager-qt 5.97.0-1
molequeue 0.9.0-2
mongodb-bin 6.0.1-2
mongodb-compass 1.33.1-1
mongodb-tools-bin 100.6.0-1
mongosh-bin 1.5.4-1
mono 6.12.0.177-1
moreutils 0.67-2
mozilla-common 1.4-6
mpdecimal 2.5.1-1
mpfr 4.1.0.p13-3
mpg123 1.30.2-1
mpv 1:0.34.1-5
msgpack-c 4.0.0-1
msmtp 1.8.22-2
msodbcsql 18.0.1.1-1
mssql-cli 1.0.0-1
mssql-tools 18.0.1.1-1
mtdev 1.1.6-2
mtools 1:4.0.40-1
mtpfs 1.1-4
mujs 1.2.0-2
multipath-tools 0.9.0-1
musescore 3.6.2-7
mutter 42.4-1
nano 6.4-1
nasm 2.15.05-1
nbd 3.24-1
ncurses 6.3-3
ncurses5-compat-libs 6.3-1
ndctl 74-1
neon 0.32.2-1
neovim-git 0.7.0.r512.g7b952793d5-1
nerd-fonts-complete 2.2.2-1
nerd-fonts-dejavu-complete 2.2.2-1
nerd-fonts-hack 2.2.2-1
net-snmp 5.9.1-4
net-tools 2.10-1
netctl 1.28-1
netpbm 10.73.37-2
netstandard-targeting-pack 6.0.8.sdk108-1
nettle 3.8.1-1
network-manager-applet 1.28.0-1
networkmanager 1.40.0-1
networkmanager-dmenu-git r157.d319ea5-1
networkmanager-qt 5.97.0-1
nfs-utils 2.6.2-1
nfsidmap 2.6.2-1
ngrok 3.1.0-1
ninja 1.11.1-1
nitrogen 1.6.1-4
nm-connection-editor 1.28.0-1
nmap 7.92-1
nmon 16n-2
nnn 4.6-1
node-gyp 9.1.0-1
nodejs-lts-fermium 14.20.0-1
nodejs-nopt 6.0.0-1
nodejs-serverless 3.22.0-1
nordvpn-bin 3.14.2-1
notion-app-enhanced 2.0.18-1
notmuch-runtime 0.37-2
noto-fonts 20220810-1
noto-fonts-emoji 20220920-1
npm 8.18.0-1
npth 1.6-3
nspr 4.34.1-1
nss 3.82-1
ntfs-3g 2022.5.17-1
ntp 4.2.8.p15-1
numactl 2.0.14-3
nvidia 515.76-3
nvidia-settings 515.65.01-1
nvidia-utils 515.76-1
oath-toolkit 2.6.7-1
obs-studio 27.2.4-2
ocaml 4.14.0-1
ocaml-base 0.15.0-2
ocaml-bigarray-compat 1.0.0-3
ocaml-compiler-libs 4.14.0-1
ocaml-compiler-libs-repackaged 0.12.4-5
ocaml-csexp 1.5.1-5
ocaml-ctypes 0.20.1-1
ocaml-curl 0.9.2-3
ocaml-easy-format 1.3.4-3
ocaml-extlib 1.7.8-1
ocaml-findlib 1.9.5-2
ocaml-integers 0.7.0-1
ocaml-luv 0.5.11-4
ocaml-lwt 5.6.1-2
ocaml-ocplib-endian 1.2-3
ocaml-pcre 7.5.0-2
ocaml-pp 1.1.2-3
ocaml-ppx_derivers 1.2.1-9
ocaml-ppx_here 1:0.15.0-3
ocaml-ppx_let 0.15.0-3
ocaml-ppxlib 0.27.0-2
ocaml-react 1.2.2-2
ocaml-result 1.5-7
ocaml-sexplib0 0.15.1-2
ocaml-stdlib-shims 0.3.0-5
ocaml-topkg 1.0.5-1
ocaml-xmlm 1.4.0-2
ocamlbuild 0.14.1-2
ocamlfuse 2.7.1-12
ocl-icd 2.3.1-1
okular 22.08.0-1
onedrive-abraunegg-git 1:2.3.13.r22.g63ce6a7-1
oniguruma 6.9.8-1
opam 2.1.3-1
openal 1.22.2-1
openbabel 3.1.1-5
opencl-mesa 22.1.7-1
openconnect 1:9.01-2
opencore-amr 0.1.6-1
opencv 4.6.0-4
openexr 3.1.5-1
openjade 1.3.2-7
openjpeg 1.5.2-3
openjpeg2 2.5.0-1
openmpi 4.1.4-2
openpmix 4.2.0-1
openrazer-driver-dkms 3.4.0-1
openresolv 3.12.0-1
opensp 1.5.2-9
openssh 9.0p1-1
openssl 1.1.1.q-1
openssl-1.0 1.0.2.u-1
openvpn 2.5.7-1
opera-ffmpeg-codecs 104.0.5112.102-1
optipng 0.7.7-2
opus 1.3.1-3
orc 0.4.32-1
os-prober 1.80-1
ostree 2022.5-4
otf-zilla-slab 1.002-3
oxygen 5.25.4-1
oxygen-sounds 5.25.4-1
p11-kit 0.24.1-1
p7zip 1:17.04-3
packagekit 1.2.5-1
packagekit-qt5 1.0.2-1
packer 1.8.3-1
pacman 6.0.1-7
pacman-contrib 1.6.0-1
pacman-mirrorlist 20220828-1
pacmixer 0.6.3-4
pacutils 0.11.1-1
pahole 1:1.23-1
palapeli 22.08.0-1
pam 1.5.2-1
pambase 20211210-1
pamixer 1.6-2
pandoc 2.18-47
pango 1:1.50.9-1
pango-perl 1.227-15
pangomm 2.46.2-1
pangox-compat 0.0.2+2+gedb9e09-3
papirus-icon-theme 20220808-1
parley 22.08.0-1
parted 3.5-1
partitionmanager 22.08.0-1
pass 1.7.4-3
patch 2.7.6-8
patchelf 0.15.0-1
paymo-widget 7.0.8-1
pciutils 3.8.0-2
pcmanfm 1.3.2-1
pcre 8.45-1
pcre2 10.40-1
pcsclite 1.9.8-1
perl 5.36.0-1
perl-alien-build 2.52-1
perl-alien-libxml2 0.17-3
perl-capture-tiny 0.48-6
perl-cgi 4.54-2
perl-clone 0.45-4
perl-data-dump 1.25-3
perl-dbi 1.643-4
perl-encode-locale 1.05-9
perl-error 0.17029-4
perl-extutils-depends 0.8001-3
perl-extutils-pkgconfig 1.16-9
perl-ffi-checklib 0.28-3
perl-file-basedir 0.09-2
perl-file-chdir 0.1011-4
perl-file-copy-recursive 0.45-5
perl-file-listing 6.15-2
perl-file-next 1.18-4
perl-file-slurp-tiny 0.004-8
perl-file-which 1.27-2
perl-html-form 6.10-1
perl-html-parser 3.78-2
perl-html-tagset 3.20-12
perl-http-cookies 6.10-3
perl-http-daemon 6.14-2
perl-http-date 6.05-5
perl-http-message 6.37-1
perl-http-negotiate 6.01-10
perl-http-response-encoding 0.06-6
perl-http-server-simple 0.52-3
perl-image-exiftool 12.42-1
perl-io-html 1.004-3
perl-io-socket-ssl 2.074-3
perl-io-tty 1.16-3
perl-ipc-run 20200505.0-1
perl-ipc-system-simple 1.30-4
perl-json 4.09-1
perl-libwww 6.67-1
perl-locale-gettext 1.07-12
perl-log-message 0.08-8
perl-log-message-simple 0.10-8
perl-lwp-mediatypes 6.04-2
perl-lwp-protocol-https 6.10-4
perl-mailtools 2.21-6
perl-mozilla-ca 20211001-1
perl-net-dbus 1.2.0-4
perl-net-http 6.22-2
perl-net-ssleay 1.90-3
perl-parse-yapp 1.21-5
perl-path-tiny 0.122-2
perl-proc-processtable 0.634-2
perl-proc-simple 1.32-8
perl-sgmls 1:1.1-9
perl-sort-naturally 1.03-8
perl-sub-uplevel 0.2800-4
perl-term-readline-gnu 1.42-2
perl-term-ui 0.50-2
perl-test-needs 0.002009-3
perl-test-pod 1.52-7
perl-test-warn 0.36-2
perl-text-iconv 1.7-21
perl-time-duration 1:1.21-1
perl-timedate 2.33-4
perl-tree-dag-node 1.32-1
perl-try-tiny 0.31-2
perl-uri 5.12-1
perl-www-mechanize 2.13-1
perl-www-robotrules 6.02-10
perl-x11-protocol 0.56-13
perl-xml-libxml 2.0207-3
perl-xml-namespacesupport 1.12-4
perl-xml-parser 2.46-4
perl-xml-sax 1.02-1
perl-xml-sax-base 1.09-4
perl-xml-sax-expat 0.51-7
perl-xml-simple 2.25-7
perl-xml-twig 3.52-9
pgcli 3.4.1-2
phonon-qt4 4.10.3-1
phonon-qt4-gstreamer 4.9.1-1
phonon-qt5 4.11.1-3
phonon-qt5-gstreamer 4.10.0-3
php 8.1.9-1
php-gd 8.1.9-1
picmi 22.08.0-1
pim-data-exporter 22.08.0-1
pim-sieve-editor 22.08.0-1
pimcommon 22.08.0-1
pinentry 1.2.0-1
pipewire 1:0.3.58-1
pipewire-alsa 1:0.3.58-1
pipewire-pulse 1:0.3.58-1
pixman 0.40.0-2
pkcs11-helper 1.29.0-1
pkgconf 1.8.0-1
pkgfile 21-2
plasma-browser-integration 5.25.4-1
plasma-desktop 5.25.4-1
plasma-disks 5.25.4-1
plasma-firewall 5.25.4-1
plasma-framework 5.97.0-1
plasma-integration 5.25.4-1
plasma-meta 5.25-1
plasma-nm 5.25.4-1
plasma-pa 5.25.4-1
plasma-sdk 5.25.4-1
plasma-systemmonitor 5.25.4-1
plasma-thunderbolt 5.25.4-1
plasma-vault 5.25.4-1
plasma-wayland-session 5.25.4-1
plasma-workspace 5.25.4-1
plasma-workspace-wallpapers 5.25.4-1
poco 1.12.1-1
podofo 0.9.8-1
polkit 121-1
polkit-gnome 0.105-9
polkit-kde-agent 5.25.4-1
polkit-qt4 0.112.0+git20180107-1
polkit-qt5 0.114.0-1
polybar-git 3.6.3.r45.g1ee11f7c-1
pomo 0.8.1-1
pomodoneapp 1.5.1547-1
pomodoro-logger 0.6.3-1
poppler 22.08.0-2
poppler-glib 22.08.0-2
poppler-qt5 22.08.0-2
popt 1.18-3
portaudio 1:19.7.0-1
portmidi 236-1
postgresql 14.5-1
postgresql-libs 14.5-1
postman-bin 9.31.0-1
powerdevil 5.25.4-1
powerline 2.8.2-4
powerline-common 2.8.2-4
powertop 2.14-1
poxml 22.08.0-1
ppp 2.4.9-1
print-manager 22.08.0-1
prison 5.97.0-1
procps-ng 3.3.17-1
protobuf 21.4-1
protobuf-c 1.4.1-1
proxyman-git r187.c38b13e-1
psmisc 23.5-1
publicsuffix-list 20220825.1289.4f29f15-1
pugixml 1.12.1-1
pulseaudio-alsa 1:1.2.7.1-1
pulseaudio-qt 1.3-1
pulsemixer 1.5.1-3
purpose 5.97.0-1
pwndbg 2022.01.05-1
pygtk 2.24.0-12
python 3.10.6-1
python-absl 1.2.0-1
python-aiohttp 3.8.1-4
python-aiosignal 1.2.0-3
python-anytree 2.8.0-5
python-apipkg 3.0.1-1
python-appdirs 1.4.4-7
python-applicationinsights 0.11.9-1
python-apsw 3.38.5-1
python-argparse 1.4.0-11
python-arpeggio 2.0.0-1
python-asgiref 3.5.2-1
python-asn1crypto 1.5.1-1
python-asttokens 2.0.8-1
python-async-timeout 4.0.2-1
python-asynctest 0.13.0-6
python-attrs 22.1.0-1
python-autocommand 2.2.1-1
python-automat 20.2.0-10
python-babel 2.10.3-1
python-backcall 0.2.0-6
python-backports.csv 1.0.7-5
python-bcrypt 3.2.2-1
python-beaker 1.11.0-8
python-beautifulsoup4 4.11.1-1
python-bidict 0.22.0-1
python-blinker 1.5-1
python-botocore 1.27.57-1
python-bottle 0.12.23-1
python-brotli 1.0.9-8
python-brotlicffi 1.0.9.2-3
python-brotlipy 0.7.0-8
python-cachecontrol 1:0.12.6-4
python-cached-property 1.5.2-5
python-cachy 0.3.0-7
python-cairo 1.21.0-1
python-capstone 4.0.2-6
python-cchardet 2.1.7-4
python-certifi 2022.06.15-1
python-cffi 1.15.1-1
python-chardet 5.0.0-1
python-charset-normalizer 2.1.1-1
python-cleo 0.8.1-4
python-cli_helpers 2.2.1-2
python-click 8.1.3-1
python-clikit 0.6.2-7
python-cmapy 0.6.6-2
python-colorama 0.4.5-1
python-commonmark 0.9.1-5
python-configargparse 1.5.1-1
python-configobj 5.0.6.r110.g3e2f4cc-3
python-constantly 15.1.0-11
python-contextlib2 21.6.0-1
python-crashtest 0.4.0-1
python-cryptography 37.0.4-1
python-css-parser 1.0.7-1
python-cssselect 1.1.0-9
python-cycler 0.11.0-1
python-daemonize 2.5.0-5
python-dateutil 2.8.2-4
python-decorator 5.1.1-1
python-defusedxml 0.7.1-4
python-deprecation 2.1.0-6
python-distlib 0.3.6-1
python-distro 1.7.0-1
python-distutils-extra 2.39-10
python-dnspython 1:2.2.1-1
python-docker 5.0.3-3
python-docker-pycreds 0.4.0-9
python-dockerpty 0.4.1-9
python-docopt 0.6.2-11
python-docutils 1:0.19-1
python-dotenv 0.20.0-2
python-dulwich 0.20.45-1
python-engineio 4.3.4-1
python-entrypoints 0.4-2
python-executing 1.0.0-1
python-fastbencode 0.0.9-1
python-fasteners 0.17.3-1
python-fastimport 0.9.14-3
python-feedparser 6.0.10-1
python-filelock 3.7.0-1
python-flask-compress 1.12-1
python-flask12 0.12.4-2
python-fonttools 4.37.1-1
python-frozenlist 1.3.1-1
python-future 0.18.2-7
python-gevent 21.12.0-1
python-gobject 3.42.2-1
python-greenlet 1.1.3-1
python-h11 0.13.0-1
python-h2 4.1.0-1
python-hpack 4.0.0-3
python-html2text 2020.1.16-5
python-html5-parser 0.4.10-3
python-html5lib 1.1-11
python-httplib2 0.20.4-1
python-humanize 3.1.0-5
python-hyperframe 6.0.1-3
python-hyperlink 21.0.0-4
python-idna 3.3-4
python-ifaddr 0.2.0-1
python-imagesize 1.4.1-1
python-importlib-metadata 4.8.2-1
python-incremental 21.3.0-5
python-inflate64 0.1.3-1
python-inflect 6.0.0-1
python-iniconfig 1.1.1-5
python-inotify-simple 1.3.5-1
python-itsdangerous 2.1.2-2
python-jaraco.context 4.1.2-1
python-jaraco.functools 3.5.1-1
python-jaraco.text 3.9.1-1
python-jedi 0.18.1-1
python-jeepney 0.8.0-1
python-jinja 1:3.1.2-2
python-jmespath 1.0.1-1
python-jsonpointer 2.3-1
python-jsonschema 4.14.0-1
python-kaitaistruct 0.10-1
python-keyring 23.4.0-1
python-kiwisolver 1.4.4-1
python-lark-parser 1.1.2-1
python-ldap3 2.9.1-3
python-lockfile 0.12.2-11
python-lxml 4.9.1-1
python-mako 1.2.2-1
python-markdown 3.4.1-1
python-markupsafe 2.1.1-1
python-matplotlib 3.5.2-1
python-matplotlib-inline 0.1.6-1
python-mechanize 1:0.4.8-1
python-mediapipe-git v0.8.9.r2.gc6c80c37-1
python-more-itertools 8.13.0-2
python-msgpack 1.0.4-1
python-multidict 6.0.2-1
python-multivolumefile 0.2.3-3
python-mypy_extensions 0.4.3-5
python-netifaces 0.11.0-3
python-node-semver 0.8.1-1
python-notify2 0.3.1-7
python-nspektr 0.4.0-1
python-numpy 1.23.2-1
python-opencv 4.6.0-4
python-ordered-set 4.1.0-1
python-packaging 21.3-1
python-paramiko 2.11.0-1
python-parso 1:0.8.3-1
python-parver 0.3.1-5
python-passlib 1.7.4-5
python-pastel 0.2.1-4
python-patch-ng 1.17.4-3
python-patiencediff 0.2.2-3
python-pbr 5.10.0-1
python-pdftotext 2.2.2-2
python-pendulum 2.1.2-6
python-pep517 0.13.0-1
python-pexpect 4.8.0-6
python-pgspecial 1.13.1-2
python-pickleshare 0.7.5-8
python-pikepdf 5.6.0-1
